237,1209,3.98492462312,1109970597
204,1617,3.86666666667,1226321441
5,1580,4.37142857143,949919978
474,89745,4.30714285714,1425643497
548,1923,3.36480884385,1000729826
389,785,3.6388101983,946509305
464,1544,3.3698630137,1050439528
608,32,3.64882506527,1113319713
213,58299,3.11984536082,1228374469
518,2,4.25714285714,846450065
314,364,3.51296296296,1101033255
600,2136,4.05089820359,1306107948
164,153,3.20547945205,1390767109
546,110,3.96385542169,938568473
16,7346,2.62387387387,1465954961
76,2707,3.35338345865,1143048602
481,1059,3.99702380952,1339455255
166,539,2.82142857143,1111981315
223,3566,4.14473684211,960919546
453,1269,3.19891576314,989112182
68,609,3.82795698925,854711916
84,5902,3.96875,1156206646
233,1580,3.95106035889,955086826
522,858,4.16304347826,1370072258
398,2989,3.55,1268904333
402,1215,4.39682539683,977458248
359,2054,3.19892473118,957481256
627,2888,3.4962406015,974769117
510,1228,3.36775362319,939326537
194,2145,4.27118644068,971216703
548,6620,3.36480884385,1099106625
548,1248,3.36480884385,974779724
312,2918,2.99675324675,1077052514
577,435,3.84375,1005426349
312,4585,2.99675324675,1093022303
16,106916,2.62387387387,1416120141
389,2639,3.6388101983,946528997
263,344,2.60743134087,1433900945
599,296,3.42114695341,1008571588
462,420,2.83253968254,1091049709
272,1375,3.7734375,1107785121
586,940,4.23333333333,975365053
378,1848,3.34782608696,1187053762
418,2109,3.76859504132,1112587403
453,6385,3.19891576314,1133735157
286,288,3.12793733681,965091512
418,3551,3.76859504132,1112672411
106,2762,3.35062240664,1086960054
548,804,3.36480884385,1145756452
464,3623,3.3698630137,1051214702
74,61024,3.37030716724,1457597334
604,1320,3.80808080808,868356377
493,1625,3.5671641791,898107529
453,4326,3.19891576314,1002940480
581,2699,3.27569528416,1165292693
233,3468,3.95106035889,955092512
16,2232,2.62387387387,997938466
597,5952,3.60835214447,1138658336
473,2951,3.78116710875,944061874
233,520,3.95106035889,955091901
294,4306,3.53731343284,1064617001
24,36535,3.63901689708,1148728385
406,2115,3.65683646113,1097769338
9,2502,3.85148514851,1154464889
323,910,3.94594594595,974697728
123,1,2.82857142857,832773057
381,1682,3.34480932203,949374401
403,31696,3.6451048951,1443394691
359,344,3.19892473118,957795265
312,2762,2.99675324675,1076968716
16,1997,2.62387387387,997938255
