237,1209,3.9538553613,1109970597
204,1617,4.09069655932,1226321441
5,1580,4.42803632622,949919978
474,89745,4.41382438278,1425643497
548,1923,3.37805315232,1000729826
389,785,3.56712235535,946509305
464,1544,3.04256246074,1050439528
608,32,3.8999838826,1113319713
213,58299,3.11366297673,1228374469
518,2,4.18296250537,846450065
314,364,3.61571423282,1101033255
600,2136,4.02858029685,1306107948
164,153,2.86948666976,1390767109
546,110,4.28980107499,938568473
16,7346,2.38820863417,1465954961
76,2707,3.44163103416,1143048602
481,1059,3.96178780383,1339455255
166,539,2.7405011565,1111981315
223,3566,4.11062326217,960919546
453,1269,3.24193560579,989112182
68,609,3.64185883937,854711916
84,5902,4.02926376556,1156206646
233,1580,3.96781520767,955086826
522,858,4.40862259985,1370072258
398,2989,3.56977323974,1268904333
402,1215,4.48412388153,977458248
359,2054,2.82372280299,957481256
627,2888,3.21609503795,974769117
510,1228,3.72009480206,939326537
194,2145,4.22973762451,971216703
548,6620,3.51282980112,1099106625
548,1248,3.60330633122,974779724
312,2918,3.23894582423,1077052514
577,435,3.83501526829,1005426349
312,4585,3.1026147249,1093022303
16,106916,2.77839101317,1416120141
389,2639,3.66534265686,946528997
263,344,2.30421770959,1433900945
599,296,3.75880778757,1008571588
462,420,2.4347127765,1091049709
272,1375,3.59125962144,1107785121
586,940,4.29024567851,975365053
378,1848,3.31057317762,1187053762
418,2109,3.80310339884,1112587403
453,6385,3.19971025305,1133735157
286,288,2.94420622184,965091512
418,3551,3.85930196688,1112672411
106,2762,3.52436515109,1086960054
548,804,3.16932320257,1145756452
464,3623,3.10416660049,1051214702
74,61024,3.51463980233,1457597334
604,1320,3.65577972406,868356377
493,1625,3.76500977238,898107529
453,4326,3.36743492009,1002940480
581,2699,3.03238858227,1165292693
233,3468,4.13958216677,955092512
16,2232,2.80462389342,997938466
597,5952,3.84587423638,1138658336
473,2951,3.86277723707,944061874
233,520,3.76624341109,955091901
294,4306,3.67468930695,1064617001
24,36535,3.67215159467,1148728385
406,2115,3.77445233504,1097769338
9,2502,4.10459014413,1154464889
323,910,4.08565062947,974697728
123,1,2.94284387309,832773057
381,1682,3.74502813893,949374401
403,31696,3.60310847966,1443394691
359,344,2.81438220438,957795265
312,2762,3.26444262452,1076968716
16,1997,2.89756184702,997938255
544,1460,4.28793699593,866932056
221,3702,3.67204453944,970595195
158,88163,3.3005280966,1344509722
233,3296,3.96008288889,955085053
510,4979,3.49102032076,1037842602
503,750,4.14119765689,861322481
588,2959,4.17284419103,1111370861
5,2124,4.37374486611,949919763
197,2906,3.62884742498,959224316
606,1033,2.99265578068,980177649
472,594,3.79675569,1239658699
120,2411,3.38433245692,913233296
389,2560,3.71027244293,965182512
